Coin name,Date,Open,High,Low,Close,Volume,Currency
Algorand,21/06/2019,3.278667927,3.280179024,2.391997099,3.201411963,133488812,USD
Algorand,22/06/2019,3.153618097,3.155807018,1.876099944,2.158967018,223603358,USD
Algorand,23/06/2019,2.160109997,2.201108932,1.776865005,1.890702009,177290665,USD
Algorand,24/06/2019,1.890702009,1.984107971,1.30232203,1.383728027,184117575,USD
Algorand,25/06/2019,1.374856949,1.825113058,1.314638019,1.537289977,277665414,USD
Algorand,26/06/2019,1.537289977,1.841768026,1.493111968,1.583981991,169915841,USD
Algorand,27/06/2019,1.583981991,1.585713983,1.336107016,1.390326977,117242289,USD
Algorand,28/06/2019,1.393821955,1.556159019,1.358332038,1.448760033,121576369,USD
Algorand,29/06/2019,1.450981975,1.513249993,1.401983976,1.49969399,109982117,USD
Algorand,30/06/2019,1.497390032,1.575768948,1.384706974,1.434782028,119391276,USD
Algorand,01/07/2019,1.434782028,1.457872033,1.248067975,1.347234964,114335020,USD
Algorand,02/07/2019,1.340783,1.352820039,1.036656022,1.136487961,128459505,USD
Algorand,03/07/2019,1.135902047,1.187448978,1.078673959,1.115417957,112712391,USD
Algorand,04/07/2019,1.112089992,1.143769979,0.988404989,1.009955049,96454283,USD
Algorand,05/07/2019,1.009680986,1.174003005,0.986284971,1.126152992,103703180,USD
Algorand,06/07/2019,1.127560973,1.129595041,1.024808049,1.027147055,64939220,USD
Algorand,07/07/2019,1.028596997,1.103603005,1.026535988,1.067867041,51623447,USD
Algorand,08/07/2019,1.066774964,1.067880988,1.033743978,1.052775025,43616506,USD
Algorand,09/07/2019,1.053356051,1.082864046,1.024126053,1.045145035,94263135,USD
Algorand,10/07/2019,1.042788029,1.080865026,0.951053023,1.029993057,146338478,USD
Algorand,11/07/2019,1.030176997,1.036362052,0.841158986,0.86183399,153148499,USD
Algorand,12/07/2019,0.855557978,0.940587997,0.803384006,0.890457988,140797532,USD
Algorand,13/07/2019,0.891660988,1.022727013,0.875539005,0.93620199,132744655,USD
Algorand,14/07/2019,0.934619009,1.019178033,0.823949993,0.823949993,119707605,USD
Algorand,15/07/2019,0.823800981,0.841695011,0.745223999,0.808504999,117943656,USD
Algorand,16/07/2019,0.808025002,0.816774011,0.63202101,0.644632995,90581456,USD
Algorand,17/07/2019,0.642938018,0.735382974,0.612628996,0.673160017,109865275,USD
Algorand,18/07/2019,0.674591005,0.70263499,0.647315979,0.695855021,99086040,USD
Algorand,19/07/2019,0.695855021,0.695855021,0.652915001,0.672025979,91624752,USD
Algorand,20/07/2019,0.67246002,0.74921,0.664749026,0.710694015,112340171,USD
Algorand,21/07/2019,0.710694015,0.713256001,0.661993027,0.695447028,104231794,USD
Algorand,22/07/2019,0.695558012,0.701007009,0.635236025,0.641348004,77239612,USD
Algorand,23/07/2019,0.641137004,0.642976999,0.572216988,0.581043005,78080034,USD
Algorand,24/07/2019,0.581043005,0.61077702,0.557196021,0.604915023,77190533,USD
Algorand,25/07/2019,0.604849994,0.611931026,0.587000012,0.609736979,55944618,USD
Algorand,26/07/2019,0.60995698,0.708414972,0.595687985,0.656126022,89508445,USD
Algorand,27/07/2019,0.655416012,0.666553974,0.578963995,0.580434978,64830897,USD
Algorand,28/07/2019,0.580434978,0.595830977,0.560176015,0.574872017,54003797,USD
Algorand,29/07/2019,0.575519979,0.589788973,0.559472978,0.572797,61012725,USD
Algorand,30/07/2019,0.572960973,0.586239994,0.560770988,0.568552017,62095437,USD
Algorand,31/07/2019,0.569139004,0.57713598,0.563499987,0.567098022,60419029,USD
Algorand,01/08/2019,0.568059981,0.568943024,0.514144003,0.557738006,50093763,USD
Algorand,02/08/2019,0.558125019,0.882909,0.557929993,0.801607013,284046277,USD
Algorand,03/08/2019,0.80251199,0.857626021,0.744121015,0.745467007,107927951,USD
Algorand,04/08/2019,0.74575299,0.763879001,0.69729197,0.706384003,73139185,USD
Algorand,05/08/2019,0.707270026,0.803463995,0.680481017,0.794086993,100663102,USD
Algorand,06/08/2019,0.793169022,0.80102998,0.693062007,0.703361988,83242834,USD
Algorand,07/08/2019,0.700724006,0.722133994,0.684476972,0.69233799,69558222,USD
Algorand,08/08/2019,0.69233799,0.771192014,0.660569012,0.726801991,87885109,USD
Algorand,09/08/2019,0.72736901,0.813974023,0.700487971,0.80428201,109884210,USD
Algorand,10/08/2019,0.80428201,0.858527005,0.764563024,0.816905022,98322273,USD
Algorand,11/08/2019,0.816275001,0.877914011,0.815612018,0.822987974,84979681,USD
Algorand,12/08/2019,0.822097003,0.822713017,0.773858011,0.802670002,68002927,USD
Algorand,13/08/2019,0.802457988,0.83623898,0.784094989,0.802806973,66235494,USD
Algorand,14/08/2019,0.802636981,0.847316027,0.715040982,0.715040982,74788787,USD
Algorand,15/08/2019,0.715040982,0.773725986,0.663838983,0.709333003,75226005,USD
Algorand,16/08/2019,0.70785898,0.732154012,0.679867983,0.682015002,62691881,USD
Algorand,17/08/2019,0.682878017,0.712378979,0.674979985,0.684243977,57380881,USD
Algorand,18/08/2019,0.683677018,0.697735012,0.666764021,0.677905023,55153057,USD
Algorand,19/08/2019,0.676068008,0.682403028,0.655589998,0.660957992,61643720,USD
Algorand,20/08/2019,0.660283029,0.660283029,0.607994974,0.62558198,64980440,USD
Algorand,21/08/2019,0.627731979,0.630396008,0.558898985,0.567143977,65334103,USD
Algorand,22/08/2019,0.567649007,0.587441981,0.530718029,0.57307601,57806938,USD
Algorand,23/08/2019,0.57307601,0.581882,0.551331997,0.561043024,52556814,USD
Algorand,24/08/2019,0.560401022,0.577297986,0.549151003,0.577247977,59964968,USD
