Coin,Date,Open,High,Low,Close,Volume,Currency
1inch Token,07/11/2021,4.425983906,4.613165855,4.37325716,4.571435928,165385541,USD
1inch Token,08/11/2021,4.576243877,4.619942188,4.431224823,4.619942188,168577515,USD
1inch Token,09/11/2021,4.631159782,4.636240005,4.422455788,4.422455788,187932312,USD
1inch Token,10/11/2021,4.433039188,4.726604939,3.809106112,4.082431793,288958138,USD
1inch Token,11/11/2021,4.083280087,4.486149788,4.023309231,4.297469139,240942058,USD
1inch Token,12/11/2021,4.288967133,4.288967133,4.008524895,4.167580128,150080030,USD
1inch Token,13/11/2021,4.167770863,4.295556068,4.109316826,4.280212879,141969880,USD
1inch Token,14/11/2021,4.280838966,4.337631226,4.151996136,4.281720161,125804867,USD
1inch Token,15/11/2021,4.281729221,4.350806236,4.139704227,4.18790102,141774831,USD
1inch Token,16/11/2021,4.198645115,4.231924057,3.596185923,3.85956502,226987815,USD
1inch Token,17/11/2021,3.85146904,3.947056055,3.744731903,3.92040205,165056000,USD
1inch Token,18/11/2021,3.92753005,4.00864315,3.495279074,3.548403978,180098962,USD
1inch Token,19/11/2021,3.545345068,3.94916296,3.481287003,3.89042592,163102201,USD
1inch Token,20/11/2021,3.893615961,4.023935795,3.804368019,3.981612921,152106999,USD
1inch Token,21/11/2021,3.985852003,4.142758846,3.867695093,3.996804953,212403083,USD
1inch Token,22/11/2021,3.995510101,3.999542952,3.764966965,3.82387495,168640200,USD
1inch Token,23/11/2021,3.825503111,4.095826149,3.756522894,4.03438282,185211959,USD
1inch Token,24/11/2021,4.035861969,4.110427856,3.906249046,3.939383984,193396113,USD
1inch Token,25/11/2021,3.991647959,4.298491001,3.952496052,4.027429104,236682466,USD
1inch Token,26/11/2021,4.253359795,4.259741783,3.619939089,3.658556938,292682440,USD
1inch Token,27/11/2021,3.668518066,3.803975105,3.646179914,3.714103937,140033013,USD
1inch Token,28/11/2021,3.716970921,3.716970921,3.406291008,3.65486002,143846127,USD
1inch Token,29/11/2021,3.658407927,3.778923988,3.593888044,3.757875919,113538537,USD
1inch Token,30/11/2021,3.757855892,3.78864789,3.538417101,3.545732975,139007317,USD
1inch Token,01/12/2021,3.543380022,4.25356102,3.526916981,3.680926085,492707336,USD
1inch Token,02/12/2021,3.682899952,3.682899952,3.416101933,3.473849058,218097428,USD
1inch Token,03/12/2021,3.480772018,3.505506992,3.031682968,3.139674902,198750229,USD
1inch Token,04/12/2021,3.149013042,3.149013042,2.020865917,2.679066896,392114461,USD
1inch Token,05/12/2021,2.67316103,2.829273939,2.539622068,2.635057926,219960692,USD
1inch Token,06/12/2021,2.639158964,2.679924965,2.382307053,2.668334961,211343193,USD
1inch Token,07/12/2021,2.66477704,2.856076956,2.646529913,2.686903954,181018827,USD
1inch Token,08/12/2021,2.682115078,2.784816027,2.578104019,2.733941078,140537458,USD
1inch Token,09/12/2021,2.736615896,2.969134092,2.498822927,2.508200884,231243659,USD
1inch Token,10/12/2021,2.506273985,2.653023958,2.473604918,2.485658884,138349870,USD
1inch Token,11/12/2021,2.491084099,2.619738102,2.464963913,2.584521055,105174388,USD
1inch Token,12/12/2021,2.584019899,2.608381033,2.489440918,2.547367096,75762346,USD
1inch Token,13/12/2021,2.552268028,2.639285088,2.237756014,2.40566206,194975448,USD
1inch Token,14/12/2021,2.399065018,2.580097914,2.37451005,2.443414927,180171584,USD
1inch Token,15/12/2021,2.545442104,2.567410946,2.334076881,2.550110102,99802655,USD
1inch Token,16/12/2021,2.552964926,2.702172995,2.537838936,2.579210043,92800045,USD
1inch Token,17/12/2021,2.57585907,2.730439901,2.398941994,2.452963114,109644234,USD
1inch Token,18/12/2021,2.454324961,2.616172075,2.426764965,2.482515097,91450976,USD
1inch Token,19/12/2021,2.484241962,2.519217014,2.415579081,2.425492048,64957454,USD
1inch Token,20/12/2021,2.426830053,2.456459999,2.303519011,2.39786005,70277975,USD
1inch Token,21/12/2021,2.395163059,2.469450951,2.362199068,2.442349911,55218419,USD
1inch Token,22/12/2021,2.440741062,2.569065094,2.432431936,2.478699923,103631341,USD
1inch Token,23/12/2021,2.4788661,2.875840902,2.446428061,2.797626972,301754709,USD
1inch Token,24/12/2021,2.822630882,2.974600077,2.705548048,2.750828028,238275924,USD
1inch Token,25/12/2021,2.756663084,2.817504883,2.701103926,2.734493971,112106653,USD
1inch Token,26/12/2021,2.732125044,2.795785904,2.639908075,2.762181997,104253601,USD
1inch Token,27/12/2021,2.758009911,2.980638027,2.74328208,2.790045977,159485655,USD
1inch Token,28/12/2021,2.795646906,2.823340893,2.531994104,2.544229031,153000575,USD
1inch Token,29/12/2021,2.543823004,2.596940041,2.378484964,2.414601088,114519414,USD
1inch Token,30/12/2021,2.419504881,2.523380995,2.348963022,2.466027975,118583285,USD
1inch Token,31/12/2021,2.465156078,2.509012938,2.360981941,2.394649982,90854667,USD
1inch Token,01/01/2022,2.395071983,2.530239105,2.394218922,2.530239105,68767577,USD
1inch Token,02/01/2022,2.530230999,2.57396698,2.472753048,2.555006981,83153554,USD
1inch Token,03/01/2022,2.555088997,2.649919987,2.512721062,2.559546947,124519816,USD
1inch Token,04/01/2022,2.559673071,2.593620062,2.485011101,2.489327908,103677040,USD
1inch Token,05/01/2022,2.489167929,2.576121092,2.227900982,2.332958937,131251978,USD
1inch Token,06/01/2022,2.332740068,2.380004883,2.240025043,2.344496965,135679415,USD
1inch Token,07/01/2022,2.344183922,2.351780891,2.141304016,2.182233095,153279494,USD
1inch Token,08/01/2022,2.182382107,2.239989042,2.052197933,2.131320953,97255658,USD
1inch Token,09/01/2022,2.131525993,2.199295044,2.105657101,2.155085087,62098795,USD
1inch Token,10/01/2022,2.155623913,2.185226917,1.992046952,2.080324888,99131558,USD
1inch Token,11/01/2022,2.080265045,2.154942989,2.049808979,2.145390034,71618667,USD
1inch Token,12/01/2022,2.145849943,2.257899046,2.145849943,2.246197939,73804397,USD
1inch Token,13/01/2022,2.246094942,2.516586065,2.220927954,2.353797913,413706815,USD
1inch Token,14/01/2022,2.353411913,2.446842909,2.282653093,2.368999958,138010113,USD
1inch Token,15/01/2022,2.369333029,2.421152115,2.347701073,2.387785912,87029212,USD
1inch Token,16/01/2022,2.387840986,2.454758883,2.367490053,2.433495045,108733306,USD
1inch Token,17/01/2022,2.433928967,2.445632935,2.215490103,2.246640921,91305195,USD
1inch Token,18/01/2022,2.246664047,2.274663925,2.124536037,2.195322037,85535043,USD
1inch Token,19/01/2022,2.195152998,2.195152998,2.071093082,2.097421885,81226444,USD
1inch Token,20/01/2022,2.096735001,2.233841896,2.037772894,2.037772894,69375045,USD
1inch Token,21/01/2022,2.038310051,2.05973196,1.738106966,1.836874008,132487442,USD
1inch Token,22/01/2022,1.838484049,1.859349966,1.538648009,1.607602,134098913,USD
1inch Token,23/01/2022,1.608652949,1.707741976,1.589993954,1.688976049,88117060,USD
1inch Token,24/01/2022,1.689715028,1.690018058,1.431682944,1.583582997,100448104,USD
1inch Token,25/01/2022,1.583294988,1.608934999,1.537325025,1.592504025,71555657,USD
1inch Token,26/01/2022,1.592386961,1.792518973,1.580124974,1.623777986,138282443,USD
1inch Token,27/01/2022,1.624155998,1.645787001,1.530390978,1.587533951,77583310,USD
1inch Token,28/01/2022,1.587628007,1.662966967,1.556514978,1.649217963,86093604,USD
1inch Token,29/01/2022,1.649181008,1.740363002,1.64674902,1.710693002,93780933,USD
1inch Token,30/01/2022,1.711421013,1.727027059,1.629902005,1.661911964,55427393,USD
1inch Token,31/01/2022,1.661908031,1.692352057,1.582821965,1.685763001,54996145,USD
1inch Token,01/02/2022,1.685753942,1.737426043,1.644237041,1.707386017,65070402,USD
1inch Token,02/02/2022,1.70746398,1.743406057,1.614825964,1.625653982,62796502,USD
1inch Token,03/02/2022,1.625836968,1.652380943,1.594957948,1.652380943,55105166,USD
1inch Token,04/02/2022,1.6523,1.761628032,1.651069045,1.760648966,76205782,USD
1inch Token,05/02/2022,1.760593057,1.841889024,1.755411029,1.789968014,77146333,USD
1inch Token,06/02/2022,1.79003799,1.862413049,1.772025943,1.859935999,77493481,USD
1inch Token,07/02/2022,1.859845042,1.957834959,1.809594035,1.938640952,84725790,USD
1inch Token,08/02/2022,1.93888998,1.978942037,1.795081019,1.861232996,103948111,USD
1inch Token,09/02/2022,1.860856056,1.950345993,1.844043016,1.924096942,82785305,USD
1inch Token,10/02/2022,1.924255967,1.946069002,1.796923995,1.80243504,112044759,USD
1inch Token,11/02/2022,1.802554965,1.837672949,1.685904026,1.714084983,81545795,USD
1inch Token,12/02/2022,1.713943958,1.737323999,1.656414032,1.688233972,56928594,USD
1inch Token,13/02/2022,1.688102961,1.704646945,1.622053027,1.662919044,48108226,USD
1inch Token,14/02/2022,1.662009001,1.725700974,1.628069997,1.701107979,86072990,USD
1inch Token,15/02/2022,1.700693965,1.797641993,1.690047026,1.795256019,58040959,USD
1inch Token,16/02/2022,1.795626044,1.850463986,1.753898978,1.80619204,83057384,USD
1inch Token,17/02/2022,1.805583954,1.825562,1.653205991,1.654103994,84634293,USD
1inch Token,18/02/2022,1.655158043,1.678805947,1.564618945,1.586467981,90879791,USD
1inch Token,19/02/2022,1.586272955,1.603530049,1.530964017,1.585363984,49084296,USD
1inch Token,20/02/2022,1.584764004,1.584764004,1.466508985,1.488260031,58436612,USD
1inch Token,21/02/2022,1.488031983,1.550207019,1.365360975,1.367686033,88148319,USD
1inch Token,22/02/2022,1.367877007,1.431427002,1.321815014,1.422850013,67846580,USD
1inch Token,23/02/2022,1.422734976,1.479506969,1.390194058,1.390194058,59021813,USD
1inch Token,24/02/2022,1.389531016,1.392753005,1.187801003,1.339378953,131707461,USD
1inch Token,25/02/2022,1.339411974,1.493131042,1.319506049,1.454889059,100709579,USD
1inch Token,26/02/2022,1.454871058,1.47309196,1.416705966,1.433609009,51061589,USD
1inch Token,27/02/2022,1.433837056,1.528100967,1.371546984,1.384699941,95686257,USD
1inch Token,28/02/2022,1.384493947,1.501561046,1.339921951,1.50130403,98036891,USD
1inch Token,01/03/2022,1.501294017,1.54884696,1.471964002,1.518869042,87015567,USD
1inch Token,02/03/2022,1.519000053,1.541836977,1.475640059,1.494361043,73623789,USD
1inch Token,03/03/2022,1.494835019,1.511186957,1.410197973,1.440518022,59508650,USD
1inch Token,04/03/2022,1.440811038,1.441949964,1.328955054,1.343088984,81575653,USD
1inch Token,05/03/2022,1.343598008,1.364256024,1.310788989,1.356953025,41552949,USD
1inch Token,06/03/2022,1.356981039,1.367352962,1.295567036,1.30538702,48270671,USD
1inch Token,07/03/2022,1.305755973,1.331711054,1.239853978,1.272904038,60036966,USD
1inch Token,08/03/2022,1.272987962,1.318536043,1.268399954,1.292417049,44242257,USD
1inch Token,09/03/2022,1.293022037,1.397439957,1.291762948,1.376659036,55007446,USD
1inch Token,10/03/2022,1.376204967,1.433457017,1.290627956,1.370061994,112338263,USD
1inch Token,11/03/2022,1.370524049,1.371986032,1.309574008,1.322440028,52225234,USD
1inch Token,12/03/2022,1.322510958,1.372002959,1.321267009,1.335813046,48960845,USD
1inch Token,13/03/2022,1.33512795,1.409711003,1.305433035,1.311563969,73246018,USD
1inch Token,14/03/2022,1.311597943,1.345443964,1.300122976,1.334020019,43789589,USD
1inch Token,15/03/2022,1.333874941,1.36637795,1.292788982,1.352311969,47262906,USD
1inch Token,16/03/2022,1.352121949,1.530267,1.349056959,1.511296988,204905552,USD
1inch Token,17/03/2022,1.511296034,1.533843994,1.466457009,1.482746959,87262488,USD
1inch Token,18/03/2022,1.483044028,1.620303988,1.457708001,1.588904023,181931105,USD
1inch Token,19/03/2022,1.58959198,1.729918003,1.586197019,1.634338021,177988403,USD
1inch Token,20/03/2022,1.634443045,1.64873898,1.534463048,1.555878997,107950908,USD
1inch Token,21/03/2022,1.555987954,1.585932016,1.519925952,1.533679962,88609177,USD
1inch Token,22/03/2022,1.533570051,1.590527058,1.53333199,1.549777985,91867142,USD
1inch Token,23/03/2022,1.549674034,1.624549031,1.532585979,1.612794995,98105143,USD
1inch Token,24/03/2022,1.612962961,1.634227037,1.577118039,1.628931046,112360407,USD
1inch Token,25/03/2022,1.628733039,1.652055979,1.556434035,1.573367953,79144788,USD
1inch Token,26/03/2022,1.573459983,1.630916953,1.560752988,1.627107978,61925811,USD
1inch Token,27/03/2022,1.627122045,1.763782024,1.627122045,1.751523018,151344942,USD
1inch Token,28/03/2022,1.75156498,1.822952986,1.717826009,1.724758029,151087221,USD
1inch Token,29/03/2022,1.723479986,1.89766705,1.723479986,1.794978976,197851039,USD
1inch Token,30/03/2022,1.794792056,1.873291016,1.72302103,1.841981053,140885688,USD
1inch Token,31/03/2022,1.841279984,1.92722404,1.738867998,1.773358941,155957479,USD
1inch Token,01/04/2022,1.774260044,1.883623004,1.68382895,1.883059978,128432882,USD
1inch Token,02/04/2022,1.88223505,2.071831942,1.872308016,1.917786956,251587806,USD
1inch Token,03/04/2022,1.917588949,2.022653103,1.882591963,1.975309968,170726753,USD
1inch Token,04/04/2022,1.975203991,2.000574112,1.81595397,1.895689011,156831447,USD
1inch Token,05/04/2022,1.895776033,1.931339979,1.840204,1.841109037,104477360,USD
1inch Token,06/04/2022,1.840891004,1.840891004,1.615731001,1.615972042,136601730,USD
1inch Token,07/04/2022,1.616551995,1.664677978,1.598803997,1.660338044,77651282,USD
1inch Token,08/04/2022,1.660254002,1.684038043,1.578452945,1.586686015,78724773,USD
1inch Token,09/04/2022,1.58654201,1.665567994,1.58505702,1.665477991,69791574,USD
1inch Token,10/04/2022,1.665253997,1.665253997,1.597429991,1.597429991,51200496,USD
1inch Token,11/04/2022,1.596691966,1.599815965,1.432247043,1.459961057,87887884,USD
1inch Token,12/04/2022,1.460198045,1.520612955,1.453377962,1.515059948,69574661,USD
1inch Token,13/04/2022,1.51482296,1.550847054,1.495820999,1.549679995,56169309,USD
1inch Token,14/04/2022,1.549559951,1.568595052,1.489992976,1.514539957,58026922,USD
1inch Token,15/04/2022,1.514588952,1.541754961,1.494500995,1.518746972,44661881,USD
1inch Token,16/04/2022,1.518432021,1.530578971,1.49209094,1.515545964,37111664,USD
1inch Token,17/04/2022,1.515226007,1.52244699,1.457654953,1.466114044,41368772,USD
1inch Token,18/04/2022,1.466182947,1.495375991,1.390627027,1.494832039,53604360,USD
1inch Token,19/04/2022,1.494889975,1.540009975,1.48031497,1.539731026,46897505,USD
1inch Token,20/04/2022,1.539816022,1.586302996,1.510715008,1.540920019,60969146,USD
1inch Token,21/04/2022,1.540920973,1.632652998,1.482385993,1.493258953,95729685,USD
1inch Token,22/04/2022,1.493150949,1.604627967,1.476384044,1.477288961,93421676,USD
1inch Token,23/04/2022,1.477241039,1.47793901,1.443375945,1.447096944,44470273,USD
1inch Token,24/04/2022,1.447015047,1.459833026,1.412453055,1.419137001,33370488,USD
1inch Token,25/04/2022,1.418969035,1.421879053,1.318585038,1.416777968,54454965,USD
1inch Token,26/04/2022,1.416648984,1.42119801,1.27049005,1.287714005,49784715,USD
1inch Token,27/04/2022,1.287827969,1.344409943,1.277464986,1.322052002,49360104,USD
1inch Token,28/04/2022,1.322172046,1.348580956,1.289525986,1.303405046,61428533,USD
1inch Token,29/04/2022,1.303431034,1.309424996,1.237741947,1.26018095,51473718,USD
1inch Token,30/04/2022,1.260182977,1.345605016,1.098047972,1.127496004,93058967,USD
1inch Token,01/05/2022,1.127506018,1.174407005,1.099372983,1.161702037,67671930,USD
1inch Token,02/05/2022,1.161656976,1.212478995,1.129443049,1.17614305,62417070,USD
1inch Token,03/05/2022,1.176200032,1.234617949,1.162897944,1.171337962,64009110,USD
1inch Token,04/05/2022,1.171210051,1.28846705,1.169587016,1.286190987,58383856,USD
1inch Token,05/05/2022,1.28597796,1.369490981,1.260818005,1.287580013,187478993,USD
1inch Token,06/05/2022,1.287935972,1.366466999,1.275792003,1.359658957,214129612,USD
1inch Token,07/05/2022,1.358050942,1.358050942,1.286954045,1.303526998,106048852,USD
1inch Token,08/05/2022,1.303547978,1.325307965,1.287773967,1.299083948,83318742,USD
1inch Token,09/05/2022,1.299168706,1.355567217,1.283146858,1.329938531,131388256,USD
Aave,02/10/2020,0,0.516570985,0,0.516570985,0,USD
Aave,03/10/2020,0.523836017,65.30593872,0.523801029,53.15148926,0,USD
Aave,04/10/2020,53.17985916,55.07035446,50.68899155,52.67503357,0,USD
Aave,05/10/2020,52.67503357,55.11235809,49.78789902,53.2192421,0,USD
Aave,06/10/2020,53.2919693,53.40227127,40.73457718,42.40159988,583091,USD
Aave,07/10/2020,42.39994812,42.40831375,35.97069168,40.08397675,682834,USD
Aave,08/10/2020,39.88526154,44.9025116,36.69605637,43.76446152,1658817,USD
Aave,09/10/2020,43.76446152,47.5695343,43.29177475,46.81774521,815538,USD
Aave,10/10/2020,46.81814575,51.40565491,46.70332718,49.13371658,1074627,USD
Aave,11/10/2020,49.13312912,51.45337296,48.71604156,49.66072464,692151,USD
Aave,12/10/2020,49.6615715,54.42141724,48.75407791,52.23869324,1354836,USD
Aave,13/10/2020,52.23839188,57.48190308,49.59873581,51.12431717,1386221,USD
Aave,14/10/2020,51.3728981,57.85394669,49.62952805,51.31651688,3132405,USD
Aave,15/10/2020,51.38761139,52.08068466,44.01832581,44.01918411,5883146,USD
Aave,16/10/2020,42.89060593,43.90673065,39.14295578,39.49584579,52855205,USD
Aave,17/10/2020,39.4861908,43.0773735,38.63361359,41.36699295,43339687,USD
Aave,18/10/2020,41.38959885,41.74948883,39.53158569,40.74697113,40441163,USD
Aave,19/10/2020,40.83675766,40.99518585,35.95136261,36.01231766,49289897,USD
Aave,20/10/2020,36.0437851,36.31906891,32.10110092,32.18001556,60632326,USD
Aave,21/10/2020,32.25349045,37.07820129,32.04814911,35.16035843,43831235,USD
Aave,22/10/2020,35.0974884,39.85692215,33.58946228,38.03165054,54717366,USD
Aave,23/10/2020,37.73059464,42.54665756,36.92467117,41.68663788,76081860,USD
Aave,24/10/2020,41.68663788,42.4397049,38.7288208,39.4550209,57658170,USD
Aave,25/10/2020,39.4550209,40.92850876,37.6012001,37.90476227,43970452,USD
Aave,26/10/2020,37.90476227,39.16386414,35.07196808,36.03392029,50307223,USD
Aave,27/10/2020,36.03391266,38.86918259,34.46963501,34.87153244,58581308,USD
Aave,28/10/2020,34.87153625,35.56402206,32.00005722,32.39408112,60533867,USD
Aave,29/10/2020,32.39408112,33.15548325,28.24077225,29.09833336,66304786,USD
Aave,30/10/2020,29.09834099,31.98077393,27.7924614,31.21782303,77280724,USD
Aave,31/10/2020,31.21782303,32.90016174,29.6102581,29.70751762,58631072,USD
Aave,01/11/2020,29.70751762,31.06706047,28.49448204,30.65727615,49568339,USD
Aave,02/11/2020,30.65728188,33.92358398,29.34465027,29.73152351,87180146,USD
Aave,03/11/2020,29.73152542,30.06291771,27.53711128,28.04280281,56775012,USD
Aave,04/11/2020,28.04297066,28.43306923,26.08951759,27.71508408,50464691,USD
Aave,05/11/2020,27.71508026,32.30303955,25.9661541,30.95562744,85212412,USD
Aave,06/11/2020,30.95511818,40.76907349,30.85512733,38.45743942,147304661,USD
Aave,07/11/2020,38.45743942,51.42799377,38.45743942,44.60490036,200580054,USD
Aave,08/11/2020,44.60490036,54.78636169,42.864254,53.7493782,174706009,USD
Aave,09/11/2020,53.74937439,58.36411285,49.86013031,54.88650131,386011348,USD
Aave,10/11/2020,54.88650513,70.30982208,53.17903519,67.00111389,433793206,USD
Aave,11/11/2020,67.00111389,68.77859497,53.71675491,54.699646,354136841,USD
Aave,12/11/2020,54.69962311,59.61831665,50.52310181,51.63241959,244505562,USD
Aave,13/11/2020,51.63243484,66.12365723,51.17915344,63.39907074,318852071,USD
Aave,14/11/2020,63.39907074,68.37704468,57.89727402,67.01611328,243698855,USD
Aave,15/11/2020,67.01611328,71.17455292,60.08891678,64.23729706,258275517,USD
Aave,16/11/2020,64.23729706,74.04229736,61.20922852,71.76639557,252527245,USD
Aave,17/11/2020,73.25306702,79.56212616,68.95632935,78.44328308,310951195,USD
Aave,18/11/2020,78.44275665,79.21050262,67.64859772,75.23227692,291394551,USD
Aave,19/11/2020,75.23277283,80.73120117,70.50345612,75.85718536,275294182,USD
Aave,20/11/2020,75.85718536,82.1732254,74.68949127,75.06539917,260578165,USD
Aave,21/11/2020,75.06539917,76.89173126,67.79606628,70.42424774,237984829,USD
Aave,22/11/2020,70.42424774,74.65979004,63.29912567,68.4247818,209068686,USD
Aave,23/11/2020,68.4247818,73.77056885,65.73764801,71.83861542,220212896,USD
Aave,24/11/2020,71.85567474,74.38013458,66.27866364,66.73867798,193004081,USD
Aave,25/11/2020,66.71556091,67.45256042,59.55788422,61.80533981,154888752,USD
Aave,26/11/2020,61.81669617,65.09773254,50.38422012,63.99345016,282502058,USD
Aave,27/11/2020,64.00578308,68.66542816,56.65032196,60.73871994,201844806,USD
Aave,28/11/2020,60.74922562,66.20104218,58.97924423,63.94728851,150605043,USD
Aave,29/11/2020,63.94875717,69.56143951,62.0412941,68.85312653,161791286,USD
Aave,30/11/2020,68.85644531,79.46509552,68.85644531,76.41953278,288079550,USD
Aave,01/12/2020,76.42472076,78.8618927,70.94403076,74.86836243,268968537,USD
Aave,02/12/2020,74.86115265,89.93801117,72.45435333,86.32324982,410949898,USD
Aave,03/12/2020,86.38082886,94.06976318,83.213974,91.67564392,390370348,USD
Aave,04/12/2020,91.68453217,92.73576355,80.18386078,81.64182281,344330864,USD
Aave,05/12/2020,81.58988953,91.92060089,79.94649506,91.92060089,321071928,USD
Aave,06/12/2020,91.9466629,92.7334671,84.95069122,87.95642853,261643153,USD
Aave,07/12/2020,87.95654297,94.70016479,86.90958405,90.96029663,299145688,USD
Aave,08/12/2020,90.95032501,91.09877014,78.20985413,79.94618988,376267575,USD
Aave,09/12/2020,79.92282104,86.12545013,75.09706879,82.11372375,357447824,USD
Aave,10/12/2020,82.18282318,83.05117798,75.85903168,76.64575958,299977127,USD
Aave,11/12/2020,76.62523651,78.34898376,70.70723724,74.72982788,314260629,USD
Aave,12/12/2020,74.681633,79.99834442,74.64877319,77.55487823,228308572,USD
Aave,13/12/2020,77.58847046,84.64911652,76.92843628,83.42745972,269018777,USD
Aave,14/12/2020,83.45492554,90.85681152,79.78814697,86.14012146,309773537,USD
Aave,15/12/2020,86.15457916,88.74533844,84.62608337,87.25809479,288078630,USD
Aave,16/12/2020,87.22501373,89.48084259,80.9654007,87.23005676,368950333,USD
Aave,17/12/2020,87.23298645,89.47445679,83.34012604,85.08383179,361404899,USD
Aave,18/12/2020,85.09336853,89.77304077,82.84064484,89.77007294,254960311,USD
Aave,19/12/2020,89.83129883,96.06858063,88.96400452,89.01303864,357204771,USD
Aave,20/12/2020,88.97544098,89.84420776,84.43454742,85.96947479,280308987,USD
Aave,21/12/2020,85.96910095,87.63337708,77.89984894,81.31193542,215489072,USD
Aave,22/12/2020,81.22589874,85.61029816,76.15550232,84.10955048,244392690,USD
Aave,23/12/2020,84.10286713,84.26820374,63.67705154,75.21556854,278229984,USD
Aave,24/12/2020,75.31676483,80.4439621,71.2871933,80.25656891,289878177,USD
Aave,25/12/2020,80.2596283,81.50417328,75.9207077,79.79518127,172743359,USD
Aave,26/12/2020,79.82209778,79.98010254,73.80886841,74.86833191,181386507,USD
Aave,27/12/2020,74.87591553,81.52688599,72.60726166,76.96798706,213855388,USD
Aave,28/12/2020,76.91174316,85.21962738,76.16170502,81.88362122,226663290,USD
Aave,29/12/2020,81.86660004,82.70331573,75.19173431,77.90200043,163464865,USD
Aave,30/12/2020,77.90615845,84.93678284,77.10187531,80.88830566,205643884,USD
Aave,31/12/2020,80.8552475,87.69987488,78.42604828,87.52748108,204471306,USD
Aave,01/01/2021,87.54330444,90.34967041,85.12559509,90.34967041,202515779,USD
Aave,02/01/2021,90.38482666,91.7716217,82.7857666,85.71284485,221843920,USD
Aave,03/01/2021,85.71298981,92.42910767,81.8533783,91.09664917,298884107,USD
Aave,04/01/2021,91.23049927,111.8998718,88.20160675,111.1320343,619262373,USD
Aave,05/01/2021,111.1510773,119.9577332,99.53225708,116.4538269,573305329,USD
Aave,06/01/2021,116.5014954,119.8851624,109.857048,115.0008087,392901334,USD
Aave,07/01/2021,114.9844513,125.117363,110.9520874,114.9404449,467716121,USD
Aave,08/01/2021,114.8843079,117.4786758,100.9689636,111.7027817,501393572,USD
Aave,09/01/2021,111.7026291,118.9404755,106.4536514,117.6669617,337620868,USD
Aave,10/01/2021,117.6701813,134.0995636,113.9309464,126.200676,512402603,USD
Aave,11/01/2021,126.1480026,126.1480026,95.15299988,115.6019516,610095319,USD
Aave,12/01/2021,115.4393005,132.765564,109.9999466,126.0529556,541259411,USD
Aave,13/01/2021,126.1096344,147.4692841,120.6813889,147.4692841,540090767,USD
Aave,14/01/2021,147.1783142,153.1610413,139.5399017,147.262207,467793934,USD
Aave,15/01/2021,147.3264465,163.0450745,141.0397186,162.5793457,588428158,USD
Aave,16/01/2021,162.6936188,199.4268036,162.6936188,182.9318237,896636347,USD
Aave,17/01/2021,182.3726654,196.8011322,175.3602142,186.2648468,631950250,USD
Aave,18/01/2021,186.1902008,197.6604462,181.4429016,197.6570587,495408128,USD
Aave,19/01/2021,197.7174072,206.2221527,185.8175507,187.5084686,501884679,USD
Aave,20/01/2021,187.1289368,198.1988678,173.5416718,193.3356476,629524750,USD
Aave,21/01/2021,193.3216858,193.4189453,156.9145203,159.9918518,581488355,USD
Aave,22/01/2021,159.8803558,194.5527039,148.8166656,188.2796326,621666181,USD
Aave,23/01/2021,187.9689484,216.9347534,184.7575531,210.3670654,564323080,USD
Aave,24/01/2021,210.6139374,285.4328003,210.6139374,264.8501587,1241700330,USD
Aave,25/01/2021,264.2588501,281.0303955,240.2594452,249.7436829,1081208271,USD
Aave,26/01/2021,249.1981659,281.7178955,241.9276733,272.357605,1081042278,USD
Aave,27/01/2021,272.6751099,290.4023438,257.2541809,282.4437561,1111051096,USD
Aave,28/01/2021,282.1862183,305.4317017,274.7462769,297.414032,874888872,USD
Aave,29/01/2021,292.2685852,306.1231079,272.6231384,286.8991394,1050249645,USD
Aave,30/01/2021,286.973175,316.1437683,283.086731,313.0873413,805008934,USD
Aave,31/01/2021,313.8926392,317.1885681,293.5597839,300.062561,539565885,USD
Aave,01/02/2021,300.0366211,306.9905396,285.5661011,295.6613159,639510002,USD
Aave,02/02/2021,295.7479858,303.1640015,285.1721497,301.1181946,752215470,USD
Aave,03/02/2021,301.0964355,367.792572,300.0275269,365.5988464,1083942425,USD
Aave,04/02/2021,366.3347473,506.8143005,366.3347473,466.47995,2838572596,USD
Aave,05/02/2021,465.2069702,534.4091797,463.8875122,506.772644,1511505451,USD
Aave,06/02/2021,506.3861389,509.1511841,443.633667,472.3285217,1485662684,USD
Aave,07/02/2021,472.6014709,479.9569092,399.0033264,461.5083313,1373619548,USD
Aave,08/02/2021,461.7961426,529.1367188,458.5801392,490.3420105,1711240053,USD
Aave,09/02/2021,490.0114136,505.9428406,475.6519165,488.0018921,1165494592,USD
Aave,10/02/2021,487.6995544,559.1229248,486.4822998,517.9682617,1880615394,USD
Aave,11/02/2021,516.326416,532.9362183,504.7816467,518.0725098,836675656,USD
Aave,12/02/2021,517.90625,542.9429932,502.3366089,529.8961792,822757465,USD
Aave,13/02/2021,529.8297119,542.135376,491.6464233,494.5596619,783556570,USD
Aave,14/02/2021,494.7137756,508.7522888,462.438324,471.6146545,685293986,USD
Aave,15/02/2021,470.9225769,494.3178711,401.6033936,455.6147156,1153106183,USD
Aave,16/02/2021,454.7117004,477.6416626,423.5015259,431.5302734,927532562,USD
Aave,17/02/2021,431.4169006,455.5505371,401.5367126,449.6005249,1095918428,USD
Aave,18/02/2021,449.053894,476.6646118,435.7949524,440.5109253,577451189,USD
